app_guid,app_legacy_id,app_name,scan_url,scan_date,module
cbea414a-71bb-44a8-9a24-71277717b585,1015722,Roller-1,StaticOverview:14212:1015722:9938771:9914166:9929829,2020-12-08T14:51:39.000Z,roller-orig.war_htmljscode.veracodegen.htmla.jsa
6cc723da-8e1f-4e65-a463-1466fc4c8fe8,1015724,WebGoat.NET-1,StaticOverview:14212:1015724:9938783:9914178:9929841,2020-12-08T14:48:24.000Z,App_Web_default.aspx.cdcab7d2.dll
c280c2d2-65b2-42dc-b0c7-b5d68324c1a0,1015725,xplanner-1,StaticOverview:14212:1015725:9938786:9914181:9929844,2020-12-08T14:48:59.000Z,xplanner-orig.war
c280c2d2-65b2-42dc-b0c7-b5d68324c1a0,1015725,xplanner-1,StaticOverview:14212:1015725:9938786:9914181:9929844,2020-12-08T14:48:59.000Z,xplanner-orig.war_htmljscode.veracodegen.htmla.jsa
a5bd6723-9f00-404a-a3f0-29c22230310e,1015726,Gatormail-1,StaticOverview:14212:1015726:9938789:9914184:9929847,2020-12-08T14:48:35.000Z,GatorMail.ear
a5bd6723-9f00-404a-a3f0-29c22230310e,1015726,Gatormail-1,StaticOverview:14212:1015726:9938789:9914184:9929847,2020-12-08T14:48:35.000Z,GatorMail.ear_htmljscode.veracodegen.htmla.jsa
08f9830f-895d-490d-8caa-52868bc87368,1020764,owasp-serverless-goat,StaticOverview:14212:1020764:9992529:9967913:9983576,2020-12-11T19:33:28.000Z,project.zip_htmlpythoncode.veracodegen.htmla.pya
08f9830f-895d-490d-8caa-52868bc87368,1020764,owasp-serverless-goat,StaticOverview:14212:1020764:9992529:9967913:9983576,2020-12-11T19:33:28.000Z,project.zip_htmljscode.veracodegen.htmla.jsa
cb9536f3-c48a-4031-a1c2-87be237ea629,1020914,veracode-scan-counts,StaticOverview:14212:1020914:9994310:9969494:9985157,2020-12-11T21:56:17.000Z,project.zip_htmlpythoncode.veracodegen.htmla.pya
7b9229c1-dbbd-4149-8438-307ff05733d7,1026811,Veracode OSS Github IO Page,StaticOverview:14212:1026811:10081275:10056646:10072309,2020-12-18T19:11:49.000Z,veracode.tar.gz_htmljscode.veracodegen.htmla.jsa
